State,Value
5554.0,1.0
12844.0,-1.0
11386.0,-0.9
4825.0,0.9
14302.0,1.0
17218.0,-1.0
15760.0,-0.9
13573.0,0.9
451.0,-0.9
937.0,1.0
3610.0,1.0
10900.0,-1.0
9442.0,-0.9
2881.0,0.9
3853.0,-1.0
16246.0,1.0
15517.0,0.9
2395.0,-0.9
7984.0,1.0
7255.0,0.9
8227.0,-1.0
11872.0,1.0
11143.0,0.9
6769.0,-0.9
208.0,0.9
17380.0,-1.0
4258.0,-0.9
8632.0,1.0
2071.0,0.9
5716.0,1.0
11548.0,1.0
4987.0,0.9
13735.0,-1.0
613.0,-0.9
1261.0,1.0
10738.0,-0.9
4177.0,-0.81
15841.0,-1.0
2719.0,-0.9
8551.0,0.9
12196.0,1.0
11467.0,0.9
7093.0,0.81
532.0,0.9
6202.0,1.0
12520.0,1.0
5959.0,0.9
14950.0,1.0
16894.0,-0.9
14707.0,0.9
1585.0,0.81
12682.0,-0.9
6121.0,0.9
17056.0,-0.9
14869.0,0.9
1747.0,-0.9
16813.0,-0.81
3691.0,-0.9
12439.0,0.9
8065.0,-0.9
1504.0,0.7290000000000001
17866.0,1.0
18352.0,1.0
17623.0,0.9
4501.0,0.81
18514.0,1.0
17785.0,0.9
4663.0,0.81
5149.0,1.0
10981.0,0.81
4420.0,0.9
13249.0,-0.9
13411.0,0.81
13897.0,1.0
15355.0,-0.9
13168.0,0.9
46.0,0.6561000000000001
17164.0,0.9
4042.0,0.81
8416.0,1.0
1855.0,0.9
18622.0,0.0
5500.0,0.0
11332.0,1.0
4771.0,0.9
14248.0,0.0
15706.0,0.0
13519.0,0.0
397.0,0.0
16678.0,-1.0
3556.0,-0.9
7930.0,1.0
1369.0,0.9
11818.0,1.0
5257.0,0.9
16192.0,-0.9
14005.0,0.0
883.0,0.0
9388.0,1.0
2827.0,0.9
10360.0,1.0
3799.0,0.9
15463.0,0.9
2341.0,0.81
6715.0,1.0
154.0,0.9
12250.0,1.0
5689.0,0.9
14437.0,-1.0
1315.0,-0.9
10792.0,1.0
4231.0,0.9
15895.0,-1.0
2773.0,-0.9
7147.0,1.0
586.0,0.9
12736.0,1.0
6175.0,0.9
17110.0,0.81
14923.0,0.9
1801.0,0.81
16867.0,0.9
3745.0,0.81
8119.0,1.0
1558.0,0.9
18568.0,0.0
17839.0,0.9
4717.0,0.81
18325.0,0.9
5203.0,0.81
11035.0,1.0
4474.0,0.9
13465.0,0.0
13951.0,-0.9
15409.0,-0.9
13222.0,0.0
100.0,0.0
16516.0,0.0
3394.0,0.0
12142.0,0.0
7768.0,0.0
1207.0,0.0
11980.0,0.0
5419.0,0.0
16354.0,0.0
14167.0,0.0
1045.0,0.0
10684.0,-1.0
9226.0,-0.9
2665.0,0.0
10522.0,-0.9
3961.0,0.7290000000000001
15625.0,0.0
2503.0,0.0
7039.0,0.0
8335.0,0.9
11251.0,0.9
6877.0,0.0
316.0,0.0
12088.0,-0.9
5527.0,0.9
16462.0,0.0
14275.0,0.9
1153.0,0.0
4069.0,-1.0
15733.0,0.0
2611.0,-0.9
8443.0,-1.0
11359.0,-0.81
6985.0,-0.9
424.0,0.0
17029.0,0.7290000000000001
3907.0,-0.9
12655.0,0.9
8281.0,-0.9
1720.0,0.7290000000000001
18487.0,0.9
5365.0,0.0
11197.0,-0.7290000000000001
4636.0,0.7290000000000001
14113.0,0.0
15571.0,0.0
13384.0,0.7290000000000001
262.0,0.0
9712.0,1.0
3151.0,0.9
10036.0,1.0
3475.0,0.9
16111.0,0.0
2989.0,0.0
7525.0,0.9
7849.0,0.9
11737.0,0.9
7363.0,0.81
802.0,0.7290000000000001
10144.0,1.0
3583.0,0.9
16219.0,0.9
3097.0,0.81
7957.0,0.9
11845.0,0.9
7471.0,0.81
910.0,0.9
16543.0,-1.0
3421.0,-0.9
12169.0,0.9
7795.0,0.81
1234.0,0.9
11683.0,0.81
5122.0,0.9
16057.0,-0.9
13870.0,0.9
748.0,0.6561000000000001
8983.0,0.9
9307.0,0.9
10279.0,0.9
8821.0,0.81
2260.0,0.7290000000000001
9415.0,0.9
10387.0,-1.0
8929.0,-0.9
2368.0,0.7290000000000001
10711.0,0.9
9253.0,0.81
2692.0,0.7290000000000001
10225.0,-0.9
3664.0,0.7290000000000001
15328.0,0.0
2206.0,0.0
6634.0,0.9
6742.0,0.7290000000000001
7066.0,0.9
8038.0,0.9
10954.0,0.9
6580.0,0.6561000000000001
19.0,0.5904900000000002
229.0,1.0
1930.0,1.0
17239.0,1.0
17230.0,0.9
4108.0,-0.9
12865.0,1.0
12856.0,0.9
8482.0,-0.9
1921.0,0.9
4846.0,1.0
18697.0,1.0
18688.0,0.9
5566.0,0.0
11398.0,0.0
4837.0,0.9
13594.0,1.0
14314.0,0.0
15772.0,0.0
13585.0,0.9
463.0,0.0
1435.0,-1.0
5332.0,1.0
12370.0,-1.0
11884.0,-0.9
5323.0,0.9
14080.0,1.0
16744.0,-1.0
16258.0,-0.9
14071.0,0.9
949.0,-0.9
2893.0,-1.0
3874.0,1.0
10912.0,-1.0
10426.0,-0.9
3865.0,0.9
15538.0,1.0
15529.0,0.9
2407.0,-0.9
7267.0,-1.0
8248.0,1.0
8239.0,0.9
11164.0,1.0
11155.0,0.9
6781.0,-0.9
220.0,0.9
553.0,1.0
2092.0,1.0
4270.0,1.0
8644.0,1.0
2083.0,0.9
5008.0,1.0
18859.0,1.0
18850.0,0.9
5728.0,0.81
11560.0,1.0
4999.0,0.9
13756.0,1.0
14476.0,-0.9
15934.0,1.0
13747.0,0.9
625.0,0.81
5656.0,1.0
12208.0,-0.9
5647.0,0.9
14404.0,1.0
16582.0,-0.9
14395.0,0.9
1273.0,-0.9
4198.0,1.0
10750.0,-0.9
4189.0,0.9
15862.0,1.0
15853.0,0.9
2731.0,-0.9
8572.0,1.0
8563.0,0.9
11488.0,1.0
11479.0,0.9
7105.0,-0.9
544.0,0.9
1525.0,1.0
5980.0,1.0
19336.0,-1.0
6214.0,-0.9
12532.0,1.0
5971.0,0.9
14728.0,1.0
14962.0,-0.9
16906.0,1.0
14719.0,0.9
1597.0,0.81
6142.0,1.0
12694.0,0.81
6133.0,0.9
14890.0,1.0
17068.0,0.81
14881.0,0.9
1759.0,0.6561000000000001
16834.0,1.0
16825.0,0.9
3703.0,0.81
12460.0,1.0
12451.0,0.9
8077.0,0.81
1516.0,0.9
4441.0,1.0
17644.0,1.0
17878.0,-0.9
18364.0,0.0
17635.0,0.9
4513.0,0.81
17806.0,1.0
18526.0,0.0
17797.0,0.9
4675.0,0.0
18292.0,1.0
18283.0,0.9
5161.0,0.0
10993.0,0.81
4432.0,0.9
13189.0,1.0
13261.0,0.81
13423.0,0.0
13909.0,0.0
15367.0,0.81
13180.0,0.9
58.0,0.6561000000000001
17236.0,0.9
4114.0,0.81
8488.0,1.0
1927.0,0.9
18694.0,0.9
5572.0,-0.9
11404.0,1.0
4843.0,0.9
14320.0,0.0
15778.0,0.0
13591.0,0.9
469.0,0.81
1441.0,-1.0
12376.0,-1.0
11890.0,-0.9
5329.0,0.9
16750.0,-1.0
16264.0,-0.9
14077.0,0.9
955.0,-0.9
2899.0,-1.0
10918.0,-1.0
10432.0,-0.9
3871.0,0.9
15535.0,0.9
2413.0,-0.9
7273.0,-1.0
8245.0,0.9
11161.0,0.9
6787.0,-0.9
226.0,0.9
17401.0,1.0
17398.0,0.9
4276.0,0.81
8650.0,1.0
2089.0,0.9
5734.0,1.0
11566.0,1.0
5005.0,0.9
14482.0,1.0
15940.0,0.81
13753.0,0.9
631.0,0.81
12214.0,-0.9
5653.0,0.9
16588.0,-0.9
14401.0,0.9
1279.0,-0.9
10756.0,-0.9
4195.0,0.9
15859.0,0.9
2737.0,-0.9
8569.0,0.9
11485.0,0.9
7111.0,-0.9
550.0,0.9
19342.0,-1.0
6220.0,-0.9
12538.0,1.0
5977.0,0.9
14968.0,-0.9
16912.0,0.0
14725.0,0.9
1603.0,0.81
12700.0,1.0
6139.0,0.9
17074.0,0.0
14887.0,0.9
1765.0,0.81
16831.0,0.9
3709.0,0.6561000000000001
12457.0,0.9
8083.0,0.81
1522.0,0.9
17884.0,-0.9
18370.0,1.0
17641.0,0.9
4519.0,0.81
18532.0,0.81
17803.0,0.9
4681.0,0.81
18289.0,0.9
5167.0,0.81
10999.0,0.81
4438.0,0.9
13267.0,0.81
13429.0,0.0
13915.0,0.81
15373.0,0.0
13186.0,0.9
64.0,0.6561000000000001
12286.0,1.0
5725.0,0.9
16660.0,-0.9
14473.0,0.9
1351.0,0.81
10828.0,1.0
4267.0,0.9
15931.0,0.9
2809.0,0.81
7183.0,1.0
622.0,0.9
12772.0,1.0
6211.0,0.9
17146.0,0.0
14959.0,0.0
1837.0,0.0
16903.0,0.9
3781.0,0.81
8155.0,1.0
1594.0,0.9
18604.0,0.0
17875.0,0.0
4753.0,0.0
18361.0,0.9
5239.0,0.81
11071.0,1.0
4510.0,0.9
13501.0,0.0
13987.0,0.0
15445.0,0.0
13258.0,0.7290000000000001
136.0,0.6561000000000001
12124.0,-0.9
5563.0,0.0
16498.0,0.0
14311.0,0.0
1189.0,0.0
10666.0,-0.9
4105.0,0.7290000000000001
15769.0,0.0
2647.0,0.0
8479.0,0.9
11395.0,0.9
7021.0,0.0
460.0,0.7290000000000001
17065.0,0.7290000000000001
3943.0,0.6561000000000001
12691.0,0.9
8317.0,0.81
1756.0,0.7290000000000001
18523.0,0.7290000000000001
5401.0,0.0
11233.0,0.81
4672.0,0.7290000000000001
14149.0,0.0
15607.0,0.0
13420.0,0.0
298.0,0.0
3619.0,-1.0
16255.0,0.0
3133.0,-0.9
7993.0,-1.0
11881.0,-0.81
7507.0,-0.9
946.0,0.0
16579.0,-0.81
3457.0,-0.9
12205.0,0.9
7831.0,-0.9
1270.0,0.7290000000000001
11719.0,-0.7290000000000001
5158.0,0.7290000000000001
16093.0,-0.7290000000000001
13906.0,0.7290000000000001
784.0,0.0
9451.0,-1.0
10423.0,-0.81
8965.0,-0.9
2404.0,0.0
10747.0,0.9
9289.0,-0.9
2728.0,0.7290000000000001
10261.0,-0.7290000000000001
3700.0,0.7290000000000001
15364.0,0.7290000000000001
2242.0,0.0
6778.0,0.0
7102.0,0.9
8074.0,0.9
10990.0,0.9
6616.0,0.0
55.0,0.5904900000000002
661.0,1.0
2146.0,1.0
17455.0,1.0
17446.0,0.9
4324.0,-0.9
13081.0,1.0
13072.0,0.9
8698.0,-0.9
2137.0,0.9
5062.0,1.0
5782.0,1.0
11614.0,0.81
5053.0,0.9
13810.0,1.0
14530.0,1.0
15988.0,-0.9
13801.0,0.9
679.0,0.81
5764.0,1.0
12316.0,-0.9
5755.0,0.9
14512.0,1.0
16690.0,-0.9
14503.0,0.9
1381.0,-0.9
4306.0,1.0
10858.0,-0.9
4297.0,0.9
15970.0,1.0
15961.0,0.9
2839.0,-0.9
8680.0,1.0
8671.0,0.9
11596.0,1.0
11587.0,0.9
